,number,theme,subtheme,year,set_name,minifigs,pieces,price,value_new,value_used,launch_date,eol_date,category,numeric_data_nan,price_unadjusted
2439,3600-2,Make and Create,,2005,Build Your Own House,,1200.0,43.624772225176336,,,2005-01-10,2006-06-30,set,False,31.435765947681627
2440,65808-1,Bionicle,Product Collection,2005,Toa Hordika Value Pack,,144.0,39.260112672882556,167.27,,2005-01-09,2006-08-31,set,False,28.290616778328786
2441,10143-1,Star Wars,Ultimate Collector Series,2005,Death Star II,,3441.0,374.67680198019804,2449.0,1206.66,2005-01-09,2007-12-31,set,False,269.99
2442,4762-1,Harry Potter,Goblet of Fire,2005,Rescue from the Merpeople,5.0,175.0,27.754865141686583,196.0,118.23,2005-01-10,2006-07-31,set,False,20.0
2443,7477-1,Dino Attack,,2005,T-1 Typhoon vs. T-Rex,4.0,605.0,97.14202799590304,289.27,167.5,2005-01-09,2006-12-31,set,False,70.0
2444,7476-1,Dino Attack,,2005,Iron Predator vs. T-Rex,3.0,278.0,55.509730283373166,112.5,66.66,2005-01-09,2006-12-31,set,False,40.0
2445,7475-1,Dino Attack,,2005,Fire Hammer vs. Mutant Lizards,1.0,254.0,27.754865141686583,61.97,36.51,2005-01-09,2006-12-31,set,False,20.0
2446,7538-1,Clikits,,2005,Totally Clikits Fashion Bag and Accessories,,125.0,54.5364211059108,55.16,,2005-01-08,2006-07-31,set,False,39.29863887106372
2447,7474-1,Dino Attack,,2005,Urban Avenger vs. Raptor,1.0,87.0,13.877432570843292,50.0,31.35,2005-01-09,2006-12-31,set,False,10.0
2448,7473-1,Dino Attack,,2005,Steel Sprinter vs. Mutant Lizard,1.0,42.0,5.550973028337316,30.0,10.33,2005-01-09,2006-12-31,set,False,4.0
2449,4785-1,Duplo,Castle,2005,Black Castle,6.0,380.0,138.7743257084329,,177.14,2005-01-09,2006-12-31,set,False,100.0
2450,10203-1,Bionicle,Warriors,2005,Voporak,,647.0,69.38716285421646,287.61,158.72,2005-01-08,2005-12-31,set,False,50.0
2451,3295-1,Duplo,Bob the Builder,2005,Roley's Road Set,2.0,26.0,20.816148856264935,,26.0,2005-01-06,2006-12-31,set,False,15.0
2452,4766-1,Harry Potter,Goblet of Fire,2005,Graveyard Duel,8.0,548.0,41.63229771252987,342.62,148.88,2005-01-10,2006-07-31,set,False,30.0
2453,8759-1,Bionicle,Playsets,2005,Battle of Metru Nui,14.0,856.0,111.01946056674633,118.37,66.4,2005-07-21,2006-12-31,set,False,80.0
2454,8739-1,Bionicle,Toa Hordika,2005,Toa Hordika Onewa,,48.0,12.489689313758962,22.63,8.19,2005-01-07,2006-07-31,set,False,9.0
2455,8740-1,Bionicle,Toa Hordika,2005,Toa Hordika Matau,,48.0,12.489689313758962,23.83,7.29,2005-01-07,2006-07-31,set,False,9.0
2456,1270-2,Creator,Promotional,2005,Trial Size Bag (Chromika Promotion),,16.0,0.0,5.44,,,,set,False,0.0
2457,8420-1,Technic,,2005,Street Bike,,506.0,69.37328542164562,196.83,88.36,2005-01-06,2006-12-31,set,False,49.99
2458,4661-1,Duplo,LEGO Ville,2005,Construction Worker,1.0,4.0,6.938716285421646,18.0,13.78,,,set,False,5.0
2459,4659-1,Duplo,LEGO Ville,2005,Garbage Truck,1.0,12.0,18.026784909525436,35.49,16.37,,,set,False,12.99
2460,4658-1,Duplo,LEGO Ville,2005,Farm Animals,,5.0,4.342836254532313,,,,,set,False,3.129423423506075
2461,4496-2,Creator,Bucket,2005,50th Anniversary Tub,,1000.0,27.754865141686583,99.5,,,,set,False,20.0
2462,4423-1,Creator,,2005,Handy Box,,800.0,20.816148856264935,17.06,,,,set,False,15.0
2463,4422-1,Duplo,,2005,Handy Box,,120.0,20.816148856264935,,,,,set,False,15.0
2464,4421-1,Creator,,2005,Big LEGO Box 1000,,1000.0,28.34846379214811,,,,,set,False,20.42774385494669
2465,7295-1,Dino 2010,,2005,Dino Buggy Chaser,1.0,83.0,17.436814911413656,45.94,24.99,2005-01-10,2006-12-31,set,False,12.564870931564593
2466,4103-2,Make and Create,,2005,Fun with Bricks,1.0,200.0,21.801474463707436,,8.99,,,set,False,15.710020100917433
2467,3778-1,Duplo,Trains,2005,Station,2.0,46.0,27.754865141686583,,39.57,,,set,False,20.0
2468,3775-1,Duplo,Trains,2005,Points,,2.0,9.70032536701946,8.91,7.33,,,set,False,6.99
2469,7016-1,Vikings,,2005,Viking Boat against the Wyvern Dragon,2.0,112.0,13.877432570843292,102.54,45.24,2005-01-08,2006-12-31,set,False,10.0
2470,3774-1,Duplo,Trains,2005,Bridge,,26.0,27.740987709115736,35.0,24.89,,,set,False,19.99
2471,3770-1,Duplo,Trains,2005,My First Train,1.0,12.0,13.863555138272448,25.0,20.7,,,set,False,9.99
2472,3293-1,Duplo,Bob the Builder,2005,Benny's Dig Set,1.0,19.0,13.877432570843292,50.0,11.0,,,set,False,10.0
2473,3292-1,Duplo,Bob the Builder,2005,Dizzy's Bridge Set,2.0,20.0,10.889825582972986,,9.43,,,set,False,7.8471471775353345
2474,4085-2,Duplo,,2005,50th Anniversary Bucket,,90.0,32.7131233444419,,,,,set,False,23.572893024299532
2475,7294-1,Dino 2010,,2005,Dino Quad,1.0,39.0,6.525166030679204,25.29,9.46,2005-01-10,2006-12-31,set,False,4.701998008182495
2476,4105-2,Make and Create,,2005,50th Anniversary Bucket,,500.0,13.877432570843292,53.99,,,,set,False,10.0
2477,7015-1,Vikings,,2005,Viking Warrior challenges the Fenris Wolf,1.0,76.0,6.938716285421646,58.41,17.78,2005-01-08,2006-12-31,set,False,5.0
2478,8877-1,Castle,Knights' Kingdom II,2005,Vladek's Dark Fortress,9.0,967.0,138.76044827586205,421.09,141.99,2005-01-07,2006-12-31,set,False,99.99
2479,8876-1,Castle,Knights' Kingdom II,2005,Scorpion Prison Cave,5.0,280.0,55.509730283373166,99.97,70.67,2005-01-07,2006-12-31,set,False,40.0
2480,8875-1,Castle,Knights' Kingdom II,2005,King's Siege Tower,4.0,135.0,27.754865141686583,82.66,41.0,2005-01-07,2006-12-31,set,False,20.0
2481,8874-1,Castle,Knights' Kingdom II,2005,Battle Wagon,3.0,129.0,27.754865141686583,65.29,31.45,2005-01-07,2006-12-31,set,False,20.0
2482,8873-1,Castle,Knights' Kingdom II,2005,Fireball Catapult,2.0,46.0,11.101946056674633,33.6,9.38,2005-01-07,2006-12-31,set,False,8.0
2483,8741-1,Bionicle,Toa Hordika,2005,Toa Hordika Nuju,,48.0,12.489689313758962,41.15,7.57,2005-01-07,2006-07-31,set,False,9.0
2484,3773-1,Duplo,Trains,2005,Level Crossing,,14.0,11.088068624103789,,15.25,,,set,False,7.99
2485,3296-1,Duplo,Bob the Builder,2005,Travis and the Mobile Caravan,2.0,24.0,27.754865141686583,,33.5,2005-01-06,2006-12-31,set,False,20.0
2486,65716-1,Bionicle,Product Collection,2005,Bonus/Value Pack,,258.0,41.63229771252987,84.27,,,,set,False,30.0
2487,3771-1,Duplo,Trains,2005,Train Starter Set,2.0,65.0,69.37328542164562,157.65,,2005-01-06,2008-05-31,set,False,49.99
2488,4876-1,Clikits,,2005,Fun Friends Hair Bands,,22.0,4.342836254532313,2.77,7.8,,,set,False,3.129423423506075
2489,4875-1,Clikits,,2005,Groovy Friends Gems,,13.0,4.342836254532313,2.77,7.8,,,set,False,3.129423423506075
2490,4874-1,Clikits,,2005,Cool Friends Notes,,11.0,4.342836254532313,4.7,7.8,,,set,False,3.129423423506075
2491,4870-1,Bionicle,Rahaga,2005,Rahaga Kualus,,28.0,5.550973028337316,36.75,7.02,,,set,False,4.0
2492,4882-1,Creator,Designer Set,2005,Speed Wings,,161.0,13.877432570843292,25.05,15.7,,,set,False,10.0
2493,4869-1,Bionicle,Rahaga,2005,Rahaga Pouks,,28.0,5.550973028337316,15.03,7.59,,,set,False,4.0
2494,4822-1,Duplo,Princess Castle,2005,Princess' Bedroom,1.0,12.0,11.101946056674633,27.96,30.9,,,set,False,8.0
2495,4821-1,Duplo,Princess Castle,2005,Princess' Horse and Carriage,2.0,15.0,18.040662342096276,100.0,49.99,,,set,False,13.0
2496,4784-1,Duplo,Castle,2005,Castle Black Dragon,1.0,8.0,20.816148856264935,169.88,25.42,,,set,False,15.0
2497,4783-1,Duplo,,2005,DUPLO Basic Bricks,,30.0,8.707495806826094,8.0,,,,set,False,6.274572592858915
2498,4782-1,Creator,Bulk Set,2005,Bulk Set - 200 bricks,,200.0,4.163229771252987,20.0,,,,set,False,3.0
2499,4781-1,Creator,Bulk Set,2005,Bulk Set - 300 bricks,,300.0,13.072155359119874,20.41,10.85,,,set,False,9.419721762211754
2500,8643-1,Racers,Tiny Turbos,2005,Power Cruiser,,46.0,5.550973028337316,9.0,4.84,,,set,False,4.0
2501,4679-1,Make and Create,,2005,LEGO Strata Blue,,1500.0,27.754865141686583,80.45,61.5,,,set,False,20.0
2502,4868-1,Bionicle,Rahaga,2005,Rahaga Gaaki,,28.0,5.550973028337316,24.65,7.77,,,set,False,4.0
2503,5463-1,Baby,,2005,Play Train,1.0,6.0,13.877432570843292,22.0,16.9,,,set,False,10.0
2504,5461-1,Baby,,2005,Shape Sorter House,,12.0,18.040662342096276,,10.12,,,set,False,13.0
2505,5460-1,Baby,,2005,Happy Flower Rattle & Teether,,2.0,6.525166030679204,,,,,set,False,4.701998008182495
2506,5371-1,Duplo,,2005,Duplo Bucket Green,,120.0,21.801474463707436,,17.79,,,set,False,15.710020100917433
2507,5370-1,Make and Create,,2005,Make and Create Bucket,,700.0,21.801474463707436,,,,,set,False,15.710020100917433
2508,5369-1,Creator,Bucket,2005,Creator Tub,,700.0,27.754865141686583,,16.2,,,set,False,20.0
2509,5363-1,Quatro,,2005,Mountain Climber,,15.0,34.69358142710823,,25.0,,,set,False,25.0
2510,5361-1,Quatro,,2005,Quatro 50,,50.0,28.34846379214811,,,,,set,False,20.42774385494669
2511,5352-2,Duplo,,2005,50th Anniversary Tub,,139.0,27.754865141686583,,,,,set,False,20.0
2512,4919-1,Creator,Bucket,2005,LEGO Deluxe,,1500.0,43.624772225176336,,,,,set,False,31.435765947681627
2513,5349-1,Quatro,,2005,Quatro 100,,100.0,43.624772225176336,,,,,set,False,31.435765947681627
2514,8644-1,Racers,Tiny Turbos,2005,Street Maniac,,36.0,5.550973028337316,5.99,3.57,,,set,False,4.0
2515,4877-1,Bionicle,Rahaga,2005,Rahaga Norik,,28.0,5.550973028337316,25.82,7.71,,,set,False,4.0
2516,4878-1,Bionicle,Rahaga,2005,Rahaga Bomonga,,28.0,5.550973028337316,11.99,6.31,,,set,False,4.0
2517,4879-1,Bionicle,Rahaga,2005,Rahaga Iruini,,28.0,5.550973028337316,17.14,7.39,,,set,False,4.0
2518,4881-1,Creator,Designer Set,2005,Robo Platoon,,218.0,13.877432570843292,28.9,9.75,,,set,False,10.0
2519,3297-1,Duplo,Bob the Builder,2005,Scoop and Lofty at the Building Yard,3.0,59.0,41.618420279959025,,32.09,2005-01-06,2006-12-31,set,False,29.99
2520,5552-1,Duplo,Thomas the Tank Engine,2005,James at Knapford Station,1.0,32.0,27.754865141686583,150.98,7.65,,,set,False,20.0
2521,5994-1,Castle,Knights' Kingdom II,2005,Catapult,,27.0,1.387743257084329,4.97,3.2,,,set,False,1.0
2522,5556-1,Duplo,Thomas the Tank Engine,2005,Percy at the Water Tower,1.0,15.0,13.877432570843292,66.33,27.36,,,set,False,10.0
2523,5555-1,Duplo,Thomas the Tank Engine,2005,Toby at Wellsworth Station,1.0,18.0,20.816148856264935,124.9,22.63,,,set,False,15.0
2524,5465-1,Baby,,2005,Bendy Caterpillar,,3.0,15.254485135266764,,,,,set,False,10.992296346888173
2525,5526-1,Factory,,2005,Skyline,,2747.0,180.40662342096277,730.97,372.52,,,set,False,130.0
2526,5525-1,Factory,,2005,Amusement Park,,1344.0,97.14202799590304,100.0,64.8,,,set,False,70.0
2527,5524-1,Factory,,2005,Airport,,607.0,55.509730283373166,60.0,36.6,,,set,False,40.0
2528,5504-1,Duplo,,2005,Duplo Airplane,,32.0,13.877432570843292,12.99,,,,set,False,10.0
2529,5476-1,Quatro,,2005,My First Quatro Set,,20.0,18.026784909525436,,5.85,,,set,False,12.99
2530,7239-1,City,Fire,2005,Fire Truck,2.0,214.0,31.90421748036872,50.12,15.54,,,set,False,22.99
2531,7240-1,City,Fire,2005,Fire Station,3.0,260.0,41.63229771252987,85.0,36.42,,,set,False,30.0
2532,8646-1,Racers,Power Racers,2005,Speed Slammer Bike,,126.0,13.877432570843292,17.07,8.28,,,set,False,10.0
2533,8641-1,Racers,Tiny Turbos,2005,Flame Glider,,52.0,5.550973028337316,10.64,5.95,,,set,False,4.0
2534,7842-1,Duplo,Airport,2005,Jet Fuel Truck,1.0,10.0,15.254485135266764,17.75,17.61,,,set,False,10.992296346888173
2535,7841-1,Duplo,Airport,2005,Helicopter Rescue Unit,3.0,25.0,27.754865141686583,86.13,40.39,,,set,False,20.0
2536,7559-1,Clikits,,2005,Sports and Stars,,14.0,4.163229771252987,3.95,,,,set,False,3.0
2537,7558-1,Clikits,,2005,Shells and Starfish,,14.0,4.163229771252987,5.89,,,,set,False,3.0
2538,7557-1,Clikits,,2005,Blooms and Butterflies,,14.0,4.163229771252987,5.27,,,,set,False,3.0
2539,7523-1,Clikits,,2005,Hip Hair Set,,16.0,6.938716285421646,11.44,,,,set,False,5.0
2540,7324-1,City,Seasonal,2005,City Advent Calendar,9.0,203.0,20.816148856264935,44.47,11.66,,,set,False,15.0
2541,7281-1,City,General,2005,T-Junction & Curved Road Plates,,2.0,20.80227142369409,11.44,8.85,,,set,False,14.99
2542,7280-1,City,General,2005,Straight & Crossroad Plates,,2.0,20.80227142369409,12.97,6.36,,,set,False,14.99
2543,7244-1,City,Harbour,2005,Speedboat,2.0,107.0,41.618420279959025,58.48,21.79,,,set,False,29.99
2544,5464-1,Baby,,2005,Play Plane,1.0,2.0,8.707495806826094,12.0,6.05,,,set,False,6.274572592858915
2545,4780-1,Creator,Bulk Set,2005,Bulk Set - 500 bricks,,500.0,19.619144687560546,34.23,16.27,,,set,False,14.137445516241012
2546,5462-1,Baby,,2005,Bathtime Boat,1.0,4.0,13.877432570843292,,,,,set,False,10.0
2547,8642-1,Racers,Tiny Turbos,2005,Monster Crusher,,43.0,5.550973028337316,10.64,4.75,,,set,False,4.0
2548,4665-1,Duplo,LEGO Ville,2005,Big Farm,3.0,70.0,83.2507179924889,109.62,66.84,,,set,False,59.99
2549,5503-1,Duplo,,2005,Duplo Dog,,32.0,13.877432570843292,36.91,,,,set,False,10.0
2550,9545-1,Education,Duplo,2005,Numbers Set,,144.0,79.10136565380675,,,,,set,False,57.0
2551,8745-1,Bionicle,Visorak,2005,Visorak Roporak,,48.0,12.489689313758962,35.81,8.69,2005-01-03,2005-12-31,set,False,9.0
2552,8744-1,Bionicle,Visorak,2005,Visorak Oohnorak,,47.0,12.489689313758962,50.27,8.92,2005-01-03,2005-12-31,set,False,9.0
2553,8743-1,Bionicle,Visorak,2005,Visorak Boggarak,,47.0,12.489689313758962,29.46,9.78,2005-01-03,2005-12-31,set,False,9.0
2554,8742-1,Bionicle,Visorak,2005,Visorak Vohtarak,,47.0,12.489689313758962,21.28,8.04,2005-01-03,2005-12-31,set,False,9.0
2555,7870-1,Creator,Bucket,2005,Hans Christian Andersen Bucket,,500.0,21.801474463707436,55.4,28.24,2005-01-03,2005-12-31,set,False,15.710020100917433
2556,7264-1,Star Wars,Episode VI,2005,Imperial Inspection,10.0,367.0,69.38716285421646,319.29,156.62,2005-01-03,2005-12-31,set,False,50.0
2557,7259-1,Star Wars,Episode III,2005,ARC-170 Fighter,4.0,396.0,55.509730283373166,236.83,93.21,2005-01-03,2006-12-31,set,False,40.0
2558,7249-1,City,Construction,2005,XXL Mobile Crane,2.0,524.0,97.12815056333217,200.28,79.13,2005-01-03,2008-12-31,set,False,69.99
2559,7248-1,City,Construction,2005,Digger,1.0,127.0,27.740987709115736,62.5,17.33,2005-01-03,2008-12-31,set,False,19.99
2560,7243-1,City,Construction,2005,Construction Site,3.0,298.0,55.495852850802315,125.28,42.2,2005-01-03,2006-12-31,set,False,39.99
2561,7242-1,City,Construction,2005,Street Sweeper,1.0,63.0,11.088068624103789,24.3,7.8,2005-01-03,2009-12-31,set,False,7.99
2562,5964-1,Belville,,2005,Thumbelina,1.0,49.0,8.326459542505974,20.46,16.97,2005-01-03,2005-12-31,set,False,6.0
2563,5963-1,Belville,,2005,The Princess and the Pea,1.0,55.0,27.740987709115736,70.0,22.47,2005-01-03,2006-12-31,set,False,19.99
2564,8746-1,Bionicle,Visorak,2005,Visorak Keelerak,,48.0,12.489689313758962,64.55,8.62,2005-01-03,2005-12-31,set,False,9.0
2565,5962-1,Belville,,2005,The Tinderbox,1.0,82.0,27.754865141686583,28.78,30.04,2005-01-03,2005-12-31,set,False,20.0
2566,8761-1,Bionicle,Warriors,2005,Roodaka,,233.0,27.754865141686583,164.81,82.95,2005-01-03,2006-07-31,set,False,20.0
2567,8796-1,Castle,Knights' Kingdom II,2005,King Mathias,,43.0,12.489689313758962,27.56,10.89,2005-01-03,2006-07-31,set,False,9.0
2568,10168-1,Seasonal,Easter,2005,Mrs. Bunny,,61.0,5.537095595766473,17.85,3.54,2005-01-03,2007-07-31,set,False,3.99
2569,7840-1,Duplo,Airport,2005,Airport Action Set,5.0,103.0,111.00558313417548,,117.95,2005-01-06,2007-12-31,set,False,79.99
2570,7542-1,Clikits,,2005,Flashin' Fashion Frame,,50.0,27.754865141686583,12.75,,2005-01-06,2005-12-31,set,False,20.0
2571,7541-1,Clikits,,2005,Friendship Frames & Notes,,70.0,13.877432570843292,14.5,,2005-01-06,2005-12-31,set,False,10.0
2572,7344-1,City,Construction,2005,Dump Truck,1.0,187.0,41.63229771252987,53.27,31.15,2005-01-06,2006-01-03,set,False,30.0
2573,5554-1,Duplo,Thomas the Tank Engine,2005,Thomas Load and Carry Train Set,2.0,61.0,41.618420279959025,207.6,45.33,2005-01-06,2008-05-31,set,False,29.99
2574,4888-1,Creator,Designer Set,2005,Underwater Exploration,,623.0,55.509730283373166,176.0,80.0,2005-01-06,2006-12-31,set,False,40.0
2575,4884-1,Creator,Designer Set,2005,Wild Hunters,,630.0,41.63229771252987,120.4,28.97,2005-01-06,2006-12-31,set,False,30.0
2576,5961-1,Belville,,2005,Snow Queen,1.0,57.0,27.740987709115736,47.15,33.78,2005-01-03,2006-07-31,set,False,19.99
2577,4820-1,Duplo,Princess Castle,2005,Princess' Palace,3.0,78.0,111.00558313417548,127.94,97.9,2005-01-06,2008-12-31,set,False,79.99
2578,851499-1,Gear,Board Games,2005,Knights' Kingdom Chess Set,24.0,80.0,69.37328542164562,,69.31,,,set,False,49.99
2579,8756-1,Bionicle,Warriors,2005,Sidorak,,211.0,27.754865141686583,72.67,34.7,2005-01-03,2006-07-31,set,False,20.0
2580,8747-1,Bionicle,Visorak,2005,Visorak Suukorak,,48.0,12.489689313758962,50.0,8.98,2005-01-03,2005-12-31,set,False,9.0
2581,7540-1,Clikits,,2005,Friends 4-Ever Jewels & More,,66.0,13.877432570843292,14.5,,2005-01-06,2006-07-31,set,False,10.0
2582,4662-1,Duplo,LEGO Ville,2005,Post Office,1.0,21.0,13.877432570843292,53.24,31.99,,,set,False,10.0
2583,9247-1,Education,,2005,Community Workers,31.0,202.0,69.37328542164562,138.2,46.34,,,set,False,49.99
2584,8755-1,Bionicle,Warriors,2005,Keetongu,,203.0,27.754865141686583,109.99,40.11,2005-01-03,2006-07-31,set,False,20.0
2585,9237-1,Education,Duplo,2005,Garage Set,1.0,44.0,36.08132468419255,,,,,set,False,26.0
2586,9236-1,Education,Duplo,2005,Garden Set,4.0,37.0,36.08132468419255,89.99,,,,set,False,26.0
2587,9543-1,Education,Duplo,2005,Let's Play Maths,,124.0,111.01946056674633,89.99,,,,set,False,80.0
2588,9546-1,Education,Duplo,2005,Mosaics Set,,260.0,95.75428473881871,,,,,set,False,69.0
2589,9231-1,Education,Duplo,2005,Playhouse Set,4.0,105.0,95.75428473881871,,,,,set,False,69.0
2590,9024-1,Education,Soft bricks,2005,LEGO Soft Imagination Set,,74.0,333.05838170023895,,,,,set,False,240.0
2591,8748-1,Bionicle,Accessories,2005,Rhotuka Spinners,,5.0,2.775486514168658,3.21,4.0,,,set,False,2.0
2592,8715-1,Bionicle,Accessories,2005,BIONICLE Exclusive Accessories,,401.0,27.754865141686583,317.89,190.0,,,set,False,20.0
2593,8650-1,Racers,Power Racers,2005,Furious Slammer Racer,,254.0,27.754865141686583,30.85,8.61,,,set,False,20.0
2594,8648-1,Racers,Power Racers,2005,Buzz Saw,,64.0,13.877432570843292,16.81,12.26,,,set,False,10.0
2595,8647-1,Racers,Power Racers,2005,Night Racer,,76.0,13.877432570843292,26.26,5.47,,,set,False,10.0
2596,9232-1,Education,Duplo,2005,Hospital Set,7.0,100.0,88.81556845339706,,,,,set,False,64.0
2597,9234-1,Education,Duplo,2005,Dolls Family Set,6.0,76.0,123.50914988050529,,,,,set,False,89.0
2598,9547-1,Education,Duplo,2005,Letters Set,,146.0,81.87685216797541,,92.45,,,set,False,59.0
2599,4664-1,Duplo,LEGO Ville,2005,Fire Station,3.0,56.0,41.63229771252987,81.53,30.47,,,set,False,30.0
2600,8645-1,Racers,Power Racers,2005,Muscle Slammer Bike,,126.0,13.877432570843292,23.06,7.38,,,set,False,10.0
2601,65642-1,Castle,Product Collection,2005,The Grand Tournament with sword and shield,,312.0,41.63229771252987,,,,,set,False,30.0
2602,65743-1,City,Product Collection,2005,City Construction Value Pack,,226.0,34.69358142710823,,,,,set,False,25.0
2603,65766-1,Duplo,Product Collection,2005,Thomas Bridge & Tunnel Set,,87.0,97.14202799590304,299.9,129.99,,,set,False,70.0
2604,65767-1,Castle,Product Collection,2005,Attack from the Sea,,314.0,41.63229771252987,99.0,,,,set,False,30.0
2605,65757-1,Bionicle,Product Collection,2005,Special Edition Guardian Toa,,108.0,24.979378627517924,129.99,54.65,,,set,False,18.0
2606,65768-1,Castle,Product Collection,2005,Knights' Value Pack,,87.0,32.7131233444419,,,,,set,False,23.572893024299532
2607,65769-1,Castle,Product Collection,2005,Vladek Value Pack,,86.0,27.754865141686583,,,,,set,False,20.0
2608,65771-1,Star Wars,Product Collection,2005,Episode III Collectors' Set,,544.0,83.26459542505974,379.0,150.0,,,set,False,60.0
2609,65773-1,Duplo,Product Collection,2005,Bonus/Value Pack,,53.0,69.38716285421646,,,,,set,False,50.0
2610,10133-1,Trains,9V,2005,Burlington Northern Santa Fe (BNSF) Locomotive,2.0,407.0,55.509730283373166,439.43,309.48,,,set,False,40.0
2611,7546-1,Clikits,,2006,Tropical Breeze Jewels 'n' More,,72.0,14.778314618992468,29.47,20.36,2006-01-01,2006-07-31,set,False,10.992296346888173
2612,6205-1,Star Wars,Episode III,2006,V-wing Fighter,1.0,118.0,13.444246909496837,49.13,20.33,2006-01-01,2007-12-31,set,False,10.0
2613,7700-1,Exo-Force,Original,2006,Stealth Hunter,1.0,164.0,20.152926117335756,91.05,28.17,2006-01-01,2006-12-31,set,False,14.99
2614,7555-1,Clikits,,2006,Glitter & Sparkle Beauty Set,,57.0,6.321482218996779,,,2006-01-01,2006-07-31,set,False,4.701998008182495
2615,7554-1,Clikits,,2006,Pearly Pink Bracelet & Bands,,63.0,6.321482218996779,,,2006-01-01,2006-07-31,set,False,4.701998008182495
2616,7549-1,Clikits,,2006,Totally Tropical Décor Set,,130.0,27.463563218986007,,,2006-01-01,2006-07-31,set,False,20.42774385494669
2617,7548-1,Clikits,,2006,Fun Flamingo Frames 'n' More,,79.0,16.89252271899139,37.03,,2006-01-01,2006-07-31,set,False,12.564870931564593
2618,7703-1,Exo-Force,Original,2006,Fire Vulture,1.0,177.0,20.166370364245257,44.64,21.73,2006-01-01,2006-12-31,set,False,15.0
2619,6206-1,Star Wars,Episode VI,2006,TIE Interceptor,1.0,212.0,26.875049572084176,98.5,42.2,2006-01-01,2007-07-31,set,False,19.99
2620,7701-1,Exo-Force,Original,2006,Grand Titan,1.0,196.0,20.166370364245257,60.91,25.63,2006-01-01,2006-12-31,set,False,15.0
2621,8706-1,Castle,Knights' Kingdom II,2006,Karzon,,44.0,13.43080266258734,19.99,9.36,2006-01-01,2007-07-31,set,False,9.99
2622,6208-1,Star Wars,Episode VI,2006,B-wing Fighter,2.0,435.0,47.04141993632943,120.0,58.07,2006-01-01,2007-07-31,set,False,34.99
2623,6207-1,Star Wars,Episode VI,2006,A-wing Fighter,2.0,194.0,21.51079505519494,60.85,22.24,2006-01-01,2006-12-31,set,False,16.0
2624,7545-1,Clikits,,2006,Pink & Pearls Jewels 'n' More,,67.0,14.778314618992468,30.83,,2006-01-01,2006-07-31,set,False,10.992296346888173
2625,3570-1,Sports,Football,2006,Street Soccer,4.0,199.0,26.888493818993673,73.58,62.97,2006-01-01,2006-12-31,set,False,20.0
2626,8901-1,Bionicle,Piraka,2006,Hakann,,42.0,12.086377971637656,53.15,14.96,2006-01-01,2006-12-31,set,False,8.99
2627,6211-1,Star Wars,Episode IV,2006,Imperial Star Destroyer,9.0,1367.0,134.42902484805887,326.39,184.12,2006-01-06,2008-12-31,set,False,99.99
2628,7706-1,Exo-Force,Original,2006,Mobile Defense Tank,2.0,365.0,40.33274072849051,108.0,37.58,2006-01-06,2007-12-31,set,False,30.0
2629,7707-1,Exo-Force,Original,2006,Striking Venom,6.0,646.0,67.2077903005747,97.76,58.07,2006-01-06,2007-12-31,set,False,49.99
2630,7784-1,Batman,,2006,The Batmobile: Ultimate Collectors' Edition,,1045.0,94.10972836647787,497.51,178.68,2006-01-06,2007-12-31,set,False,70.0
2631,7709-1,Exo-Force,Original,2006,Sentai Fortress,8.0,1448.0,134.44246909496837,266.46,158.42,2006-01-06,2007-12-31,set,False,100.0
2632,7783-1,Batman,,2006,The Batcave: The Penguin and Mr. Freeze's Invasion,7.0,1071.0,120.98477793856203,574.81,295.09,2006-01-06,2007-12-31,set,False,89.99
2633,6209-1,Star Wars,Episode V,2006,Slave I,5.0,537.0,67.2077903005747,313.78,134.28,2006-01-01,2007-07-31,set,False,49.99
2634,4968-1,Duplo,LEGO Ville,2006,Friendly Zoo,2.0,84.0,67.2077903005747,,36.91,2006-01-01,2008-12-31,set,False,49.99
2635,8705-1,Castle,Knights' Kingdom II,2006,Dracus,,38.0,13.43080266258734,27.35,8.71,2006-01-01,2007-07-31,set,False,9.99
2636,4892-1,Creator,8 in 1,2006,Prehistoric Power,,380.0,26.875049572084176,140.16,52.77,2006-01-01,2008-12-31,set,False,19.99
2637,8701-1,Castle,Knights' Kingdom II,2006,King Jayko,,130.0,26.888493818993673,35.55,25.36,2006-01-01,2006-12-31,set,False,20.0
2638,8673-1,Racers,Ferrari,2006,Ferrari F1 Fuel Stop,5.0,189.0,26.875049572084176,82.21,26.55,2006-01-01,2007-12-31,set,False,19.99
2639,7895-1,City,Trains,2006,Switching Tracks,,8.0,21.497350808285443,18.45,11.24,2006-01-06,2018-06-30,set,False,15.99
2640,8672-1,Racers,Ferrari,2006,Ferrari Finish Line,10.0,573.0,80.66548145698103,144.38,49.05,2006-01-01,2006-12-31,set,False,60.0
2641,7705-1,Exo-Force,Original,2006,Gate Assault,5.0,402.0,40.33274072849051,55.0,39.54,2006-01-01,2006-12-31,set,False,30.0
2642,8671-1,Racers,Ferrari,2006,Ferrari 430 Spider 1:17,,559.0,53.76354339107785,222.66,65.31,2006-01-01,2007-12-31,set,False,39.99
2643,8669-1,Racers,Power Racers,2006,Fire Spinner 360,,113.0,13.444246909496837,21.1,5.42,2006-01-01,2006-12-31,set,False,10.0
